"","business_id","name","address","city","state","postal_code","latitude","longitude","stars","review_count","is_open","attributes.GoodForKids","attributes.BusinessParking","attributes.BusinessAcceptsCreditCards","attributes.ByAppointmentOnly","attributes.BikeParking","attributes.WheelchairAccessible","attributes.RestaurantsPriceRange2","attributes.WiFi","attributes.AcceptsInsurance","attributes.DogsAllowed","attributes.BusinessAcceptsBitcoin","attributes.OutdoorSeating","attributes.RestaurantsTakeOut","attributes.RestaurantsReservations","attributes.RestaurantsAttire","attributes.RestaurantsGoodForGroups","attributes.RestaurantsDelivery","attributes.Caters","attributes.RestaurantsTableService","attributes.GoodForMeal","attributes.HappyHour","attributes.HasTV","attributes.Ambience","attributes.Alcohol","attributes.NoiseLevel","attributes.Smoking","attributes.Music","categories","hours.Monday","hours.Tuesday","hours.Wednesday","hours.Thursday","hours.Friday","hours.Saturday","hours.Sunday"
"41","e4wZ8kCTyAxqktH7dQbF-A","TruFusion South Austin","4211 S Lamar Blvd","Austin","TX","78704",30.23317,-97.79227,4.5, 36,1,NA,{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},True,NA,True,True,NA,NA,NA,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pilates, Gyms, Fitness & Instruction, Active Life, Yoga, Boot Camps",5:30-21:0,5:30-21:0,5:30-21:0,5:30-21:0,5:30-19:0,8:0-19:0,8:0-19:0
"48","PoSfG_X6SrWU8Jo6DYPk-Q","Hedrick Training","321 W Ben White, Ste 105","Austin","TX","78704",30.22375,-97.76737,5.0,  6,1,True,{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},False,True,True,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fitness & Instruction, Gyms, Trainers, Active Life",7:0-16:0,7:0-19:0,7:0-16:0,7:0-18:0,7:0-19:0,8:0-14:0,NA
"134","r512yhxe3cuGWaE_93N2Ig","FeV--Iron Vault Gym","2101 W Ben White Blvd, Unit 105","Austin","TX","78704",30.22963,-97.79132,5.0, 10,1,NA,{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},True,False,True,True,NA,NA,NA,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Active Life, Fitness & Instruction, Gyms",0:0-0:0,6:0-20:0,6:0-20:0,6:0-20:0,6:0-20:0,9:0-16:0,9:0-16:0
"224","JLSUMP_Cnxc_anvxS7cgWA","FIT Austin","2919 Menchaca Rd, Ste 200","Austin","TX","78704",30.24186,-97.78161,5.0, 44,1,False,{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},True,True,True,True,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boot Camps, Trainers, Gyms, Active Life, Yoga, Fitness & Instruction",0:0-0:0,6:0-18:45,5:0-18:45,5:0-19:45,6:0-19:45,8:0-12:0,9:0-10:0
"315","7ODdoPph8k_incxxJeFduA","SOLA Fitness","2119 Goodrich Ave","Austin","TX","78704",30.24876,-97.77321,5.0, 13,1,False,{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False},True,True,True,True,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Active Life, Cycling Classes, Gyms, Interval Training Gyms, Boot Camps, Fitness & Instruction",5:30-21:0,5:30-21:0,5:30-21:0,5:30-21:0,5:30-21:0,9:0-22:30,NA
"342","IsT8MemSiW_WuheF_Bny4Q","LA Fitness","4001 S Lamar Blvd","Austin","TX","78704",30.23481,-97.79176,3.5,270,1,False,{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},True,False,True,True,NA,NA,NA,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yoga, Fitness & Instruction, Trainers, Gyms, Active Life, Sports Clubs",0:0-0:0,8:0-18:0,8:0-18:0,8:0-12:0,5:0-21:0,8:0-20:0,8:0-18:0
"358","l8ubFTi4ipFNrhR1Afu5HA","Crush Fitness","300 S Lamar Blvd, Ste O","Austin","TX","78704",30.26285,-97.75856,5.0, 39,0,False,{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False},True,False,True,True,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gyms, Trainers, Active Life, Fitness & Instruction",6:0-20:0,6:0-20:0,6:0-20:0,6:0-20:0,6:0-20:0,8:0-13:0,9:0-12:0
"403","3PmBH9aRAIR34YV1KbL20Q","HEAT Bootcamp South Austin","2210 S 1st St, Ste A","Austin","TX","78704",30.24399,-97.75868,5.0, 77,1,False,{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},True,False,True,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boot Camps, Trainers, Fitness & Instruction, Gyms, Active Life",6:0-20:0,6:0-20:0,6:0-20:0,6:0-20:0,6:0-20:0,9:0-12:30,NA
"430","YoTjAxKE9S41h_a3aPonXQ","Pedal Hard Austin","517 S Lamar Blvd","Austin","TX","78704",30.25965,-97.75822,4.5,  9,1,False,{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False},True,True,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trainers, Gyms, Active Life, Cycling Classes, Fitness & Instruction",6:0-19:0,6:0-19:0,6:0-19:0,6:0-19:0,6:0-19:0,8:0-13:0,NA
"447","VSUmcs7x6G6vum9p-Mz-4g","Power F.I.T. Austin","422 West Riverside Dr","Austin","TX","78704",30.25967,-97.74876,5.0,  5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gyms, Active Life, Trainers, Fitness & Instruction",18:0-19:0,17:30-18:30,18:0-19:0,17:30-18:30,12:0-13:0,9:30-10:30,NA
